/data/ALTA-01/data/2014-10-29/ALTA-01-2014-10-29-00038.bin	548
/data/ALTA-01/data/2014-10-30/ALTA-01-2014-10-30-00005.bin	428
/data/ALTA-01/data/2014-10-30/ALTA-01-2014-10-30-00013.bin	412
/data/ALTA-01/data/2014-10-30/ALTA-01-2014-10-30-00046.bin	408
/data/ALTA-01/data/2014-11-02/ALTA-01-2014-11-02-00013.bin	412
/data/ALTA-01/data/2014-11-07/ALTA-01-2014-11-07-00037.bin	412
/data/ALTA-01/data/2014-11-08/ALTA-01-2014-11-08-00014.bin	412
/data/ALTA-01/data/2014-11-08/ALTA-01-2014-11-08-00017.bin	548
/data/ALTA-01/data/2014-11-08/ALTA-01-2014-11-08-00036.bin	412
/data/ALTA-01/data/2014-11-09/ALTA-01-2014-11-09-00048.bin	412
/data/ALTA-01/data/2014-11-10/ALTA-01-2014-11-10-00007.bin	428
/data/ALTA-01/data/2014-11-10/ALTA-01-2014-11-10-00033.bin	412
/data/ALTA-01/data/2014-11-10/ALTA-01-2014-11-10-00036.bin	412
/data/ALTA-01/data/2014-11-10/ALTA-01-2014-11-10-00046.bin	412
/data/ALTA-01/data/2014-11-10/ALTA-01-2014-11-10-00050.bin	428
/data/ALTA-01/data/2014-11-11/ALTA-01-2014-11-11-00040.bin	412
/data/ALTA-01/data/2014-11-11/ALTA-01-2014-11-11-00054.bin	460
/data/ALTA-01/data/2014-11-12/ALTA-01-2014-11-12-00020.bin	412
/data/ALTA-01/data/2014-11-13/ALTA-01-2014-11-13-00009.bin	436
/data/ALTA-01/data/2014-11-14/ALTA-01-2014-11-14-00026.bin	428
/data/ALTA-01/data/2014-11-14/ALTA-01-2014-11-14-00049.bin	556
/data/ALTA-01/data/2014-11-14/ALTA-01-2014-11-14-00055.bin	428
/data/ALTA-01/data/2014-11-15/ALTA-01-2014-11-15-00020.bin	420
/data/ALTA-01/data/2014-11-16/ALTA-01-2014-11-16-00028.bin	412
/data/ALTA-01/data/2014-11-16/ALTA-01-2014-11-16-00029.bin	428
/data/ALTA-01/data/2014-11-16/ALTA-01-2014-11-16-00030.bin	412
/data/ALTA-01/data/2014-11-16/ALTA-01-2014-11-16-00037.bin	412
/data/ALTA-01/data/2014-11-16/ALTA-01-2014-11-16-00038.bin	464
/data/ALTA-01/data/2014-11-17/ALTA-01-2014-11-17-00010.bin	412
/data/ALTA-01/data/2014-11-17/ALTA-01-2014-11-17-00011.bin	604
/data/ALTA-01/data/2014-11-17/ALTA-01-2014-11-17-00012.bin	412
/data/ALTA-01/data/2014-11-17/ALTA-01-2014-11-17-00013.bin	572
/data/ALTA-01/data/2014-11-17/ALTA-01-2014-11-17-00015.bin	412
/data/ALTA-01/data/2014-11-17/ALTA-01-2014-11-17-00027.bin	428
/data/ALTA-01/data/2014-11-17/ALTA-01-2014-11-17-00028.bin	416
/data/ALTA-01/data/2014-11-17/ALTA-01-2014-11-17-00029.bin	412
/data/ALTA-01/data/2014-11-17/ALTA-01-2014-11-17-00030.bin	412
/data/ALTA-01/data/2014-11-17/ALTA-01-2014-11-17-00031.bin	412
/data/ALTA-01/data/2014-11-17/ALTA-01-2014-11-17-00054.bin	560
/data/ALTA-01/data/2014-11-17/ALTA-01-2014-11-17-00055.bin	460
/data/ALTA-01/data/2014-11-17/ALTA-01-2014-11-17-00065.bin	412
/data/ALTA-01/data/2014-11-17/ALTA-01-2014-11-17-00066.bin	412
/data/ALTA-01/data/2014-11-18/ALTA-01-2014-11-18-00011.bin	412
/data/ALTA-01/data/2014-11-18/ALTA-01-2014-11-18-00021.bin	412
/data/ALTA-01/data/2014-11-21/ALTA-01-2014-11-21-00033.bin	460
/data/ALTA-01/data/2014-11-21/ALTA-01-2014-11-21-00034.bin	412
/data/ALTA-01/data/2014-11-22/ALTA-01-2014-11-22-00032.bin	432
